"Run ID","User ID","User Name","Hours","Minutes","Seconds","Platform ID","Platform Name","Verified","URL","Date"
"zx297nqm","j5w2ryzj","Mario Kart Wii","0","7.0","50.454","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/zx297nqm","2020-03-27"
"y90ovkky","j5w2ryzj","Mario Kart Wii","0","7.0","49.1","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y90ovkky","2020-03-27"
"yd58dnjm","j5w2ryzj","Mario Kart Wii","0","8.0","4.9030000000000005","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yd58dnjm","2020-03-27"
"znkwp93z","j5w2ryzj","Mario Kart Wii","0","8.0","19.865","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/znkwp93z","2020-03-27"
"z5j5265m","98rky4qx","Mario Kart Wii","0","8.0","29.927","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z5j5265m","2020-03-27"
"mrkjr88y","jo3o04ej","Mario Kart Wii","1.0","32.0","23.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mrkjr88y","2020-03-27"
"mk3l0v5z","pj0y3z9x","Mario Kart Wii","1.0","24.0","40.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk3l0v5z","2020-03-27"
"y90o8jvy","j5w2ryzj","Mario Kart Wii","7.0","7.0","51.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y90o8jvy","2020-03-28"
"z5j588gm","j5w2ryzj","Mario Kart Wii","0","29.0","16.8","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z5j588gm","2020-03-28"
"m359084y","jn33l74x","Mario Kart Wii","0","39.0","49.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m359084y","2020-03-29"
"zqwkq6rz","j5w2ryzj","Mario Kart Wii","0","30.0","30.619","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/zqwkq6rz","2020-03-28"
"yjlj9loz","j5w2ryzj","Mario Kart Wii","0","29.0","6.321","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yjlj9loz","2020-03-28"
"mk3l1x1z","jo3o5e7j","Mario Kart Wii","0","10.0","26.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk3l1x1z","2020-03-29"
"mrkj0jgy","kj9ngdn8","Mario Kart Wii","0","7.0","48.263","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mrkj0jgy","2020-03-29"
"m359wddy","kj9ngdn8","Mario Kart Wii","0","8.0","54.679","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/m359wddy","2020-03-29"
"mk3lo4xz","jo3o04ej","Mario Kart Wii","1.0","29.0","4.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk3lo4xz","2020-03-29"
"y259n86y","v8lem77x","Mario Kart Wii","1.0","10.0","49.418","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y259n86y","2020-03-29"
"yd58oqjm","j92rw278","Mario Kart Wii","0","39.0","55.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yd58oqjm","2020-03-29"
"zprnvqgm","j5w2ryzj","Mario Kart Wii","0","56.0","59.514","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/zprnvqgm","2020-03-30"
"zgw31wey","8l0o5q78","Mario Kart Wii","1.0","4.0","27.823","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/zgw31wey","2020-03-30"
"y90oq0ey","jo3o04ej","Mario Kart Wii","1.0","28.0","22.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y90oq0ey","2020-03-30"
"mk3ln3xz","jo3o04ej","Mario Kart Wii","0","44.0","32.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk3ln3xz","2020-03-30"
"z05w499m","jo3o04ej","Mario Kart Wii","0","43.0","50.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/z05w499m","2020-03-30"
"y4w9473m","8e9ko4oj","Mario Kart Wii","1.0","19.0","19.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y4w9473m","2020-03-30"
"z05w444m","j5w2ryzj","Mario Kart Wii","1.0","0","33.99","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z05w444m","2020-03-30"
"y259o05y","j5w2ryzj","Mario Kart Wii","0","56.0","8.467","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y259o05y","2020-03-30"
"zx291jgm","jo3o5e7j","Mario Kart Wii","1.0","39.0","54.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zx291jgm","2020-03-31"
"z5j5qldm","jo3o5e7j","Mario Kart Wii","0","44.0","32.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/z5j5qldm","2020-03-31"
"meovrr9z","zx7ol56j","Mario Kart Wii","0","8.0","33.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/meovrr9z","2020-03-31"
"zgwnk2ey","jn39062x","Mario Kart Wii","1.0","23.0","8.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zgwnk2ey","2020-04-01"
"y82qrwdy","8ge0ml1j","Mario Kart Wii","0","40.0","21.0","8gejn93d","WiiU","rejected","https://www.speedrun.com/api/v1/runs/y82qrwdy","2020-04-02"
"y82qd9ny","18v9r92x","Mario Kart Wii","0","8.0","16.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y82qd9ny","2020-04-02"
"znk814lz","18v9r92x","Mario Kart Wii","1.0","16.0","44.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/znk814lz","2020-04-02"
"y82qj9wy","5j556rgj","Mario Kart Wii","1.0","30.0","24.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y82qj9wy","2020-04-03"
"zqw67prz","j92rw278","Mario Kart Wii","0","32.0","13.265","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zqw67prz","2020-04-03"
"mk34op5z","18ql6ydj","Mario Kart Wii","7.0","44.0","31.053","v06dk3e4","Wii","rejected","https://www.speedrun.com/api/v1/runs/mk34op5z","2020-04-05"
"y82qop5y","18ql6ydj","Mario Kart Wii","7.0","44.0","31.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/y82qop5y","2020-04-05"
"zqw6pp5z","j5wqrpqj","Mario Kart Wii","1.0","29.0","54.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/zqw6pp5z","2020-04-05"
"yw81o10y","5j5yr6g8","Mario Kart Wii","0","33.0","55.643","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yw81o10y","2020-04-06"
"yd5qp6vm","j5w2ryzj","Mario Kart Wii","0","27.0","0.703","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/yd5qp6vm","2020-04-06"
"y907g0ey","qxkzp59x","Mario Kart Wii","0","6.0","25.515","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y907g0ey","2020-04-06"
"zprqvlxm","j5w2ryzj","Mario Kart Wii","0","28.0","0.553","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/zprqvlxm","2020-04-06"
"y82ql8wy","j5w2ryzj","Mario Kart Wii","0","28.0","53.897","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/y82ql8wy","2020-04-06"
"y4w54pnm","8dw30lmj","Mario Kart Wii","1.0","16.0","15.002","v06dk3e4","Wii","rejected","https://www.speedrun.com/api/v1/runs/y4w54pnm","2020-04-06"
"mrk8jx4y","jn39062x","Mario Kart Wii","1.0","21.0","1.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mrk8jx4y","2020-04-07"
"mk39lo3z","jn39062x","Mario Kart Wii","0","8.0","31.0","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/mk39lo3z","2020-04-07"
"m7gp1l5m","zx7ol56j","Mario Kart Wii","1.0","20.0","59.0","8gejn93d","WiiU","verified","https://www.speedrun.com/api/v1/runs/m7gp1l5m","2020-04-07"
"yv6jglxz","y8dnv9lj","Mario Kart Wii","1.0","2.0","33.152","v06dk3e4","Wii","verified","https://www.speedrun.com/api/v1/runs/yv6jglxz","2020-04-04"
